genomefile,brieftax,f_major,f_ident,f_removed,n_reason_1,n_reason_2,n_reason_3,refsize,ratio,clean_bp,clean_n,dirty_n,dirty_bp,missed_n,missed_bp,taxguessed,taxprovided,comment
TARA_ANW_MAG_00017.fa,genus g__UBA3465,1.0,0.9956020942408377,0.0,0,0,0,4832000,0.99,4802337,60,0,0,0,0,d__Bacteria;p__Spirochaetota;c__Leptospirae;o__Leptospirales;f__Leptonemataceae;g__UBA3465;s__UBA3465 sp002730875,,
TARA_ANW_MAG_00018.fa,genus g__NAT5454,0.9908454496499731,0.8349820143884892,0.016250413442611123,0,6,2,2303000,0.98,2263414,271,8,37389,5,15546,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA6615;f__UBA6615;g__NAT5454;s__NAT5454 sp002713365,,
TARA_ANW_MAG_00019.fa,genus g__GCA-2701845,0.9974804736709498,0.9890356341888861,0.004398837999306567,0,2,1,4763000,0.83,3974177,484,3,17559,6,24448,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Ketobacteraceae;g__GCA-2701845;s__GCA-2701845 sp002701845,,
TARA_ANW_MAG_00020.fa,,,,,,,,,,,,,,,,,,too few identifiable hashes; < 10%. provide a lineage for this genome.
TARA_ANW_MAG_00021.fa,genus g__GCA-002723295,0.997275204359673,0.6792103639728563,0.0,0,0,0,1495000,1.06,1581522,55,0,0,0,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__GCA-002723295;s__GCA-002723295 sp002713495,,
TARA_ANW_MAG_00022.fa,,,,,,,,,,,,,,,,,,too few identifiable hashes; < 10%. provide a lineage for this genome.
TARA_ANW_MAG_00023.fa,genus g__BACL11,0.9935316946959897,0.5312714776632302,0.016715468384051003,0,4,0,1206000,1.2,1442973,143,4,24530,1,3508,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__BACL11;g__BACL11;s__BACL11 sp002693745,,
TARA_ANW_MAG_00024.fa,genus g__MGIIa-L2,0.9994026284348865,0.9258849557522124,0.0016885720428847554,0,1,0,1874000,0.96,1806166,147,1,3055,4,15194,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-L2;s__MGIIa-L2 sp002499195,,
TARA_ANW_MAG_00025.fa,genus g__AG-426-M11,0.9799732977303071,0.7467597208374875,0.02600268652974774,1,4,2,1157000,0.85,986857,189,7,26346,2,5912,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__SAR202;f__UBA826;g__AG-426-M11;s__AG-426-M11 sp003213095,,
TARA_ANW_MAG_00026.fa,,,,,,,,,,,,,,,,,,too few identifiable hashes; < 10%. provide a lineage for this genome.
TARA_ANW_MAG_00027.fa,,,,,,,,,,,,,,,,,,too few identifiable hashes; < 10%. provide a lineage for this genome.
TARA_ANW_MAG_00028.fa,genus g__OLB19,0.9989023051591658,1.0,0.0,0,0,0,943000,0.92,868128,8,0,0,0,0,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983_A;f__UBA2163;g__OLB19;s__OLB19 sp002378195,,
TARA_ANW_MAG_00029.fa,genus g__GCA-2711125,0.9928057553956835,0.7891321978913219,0.0045234915624620614,0,0,1,1513000,0.81,1229961,208,1,5589,5,14317,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__BACL11;g__GCA-2711125;s__GCA-2711125 sp002711125,,
TARA_ANW_MAG_00030.fa,,,,,,,,,,,,,,,,,,too few identifiable hashes; < 10%. provide a lineage for this genome.
TARA_ANW_MAG_00031.fa,,,,,,,,,,,,,,,,,,too few identifiable hashes; < 10%. provide a lineage for this genome.
TARA_ANW_MAG_00032.fa,,,,,,,,,,,,,,,,,,too few identifiable hashes; < 10%. provide a lineage for this genome.
TARA_ANW_MAG_00033.fa,genus g__MGIIb-O5,0.9944223107569721,0.9081041968162084,0.0069532782006230375,0,1,1,1331000,0.99,1314631,89,2,9205,0,0,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassoarchaeaceae;g__MGIIb-O5;s__MGIIb-O5 sp002506825,,
TARA_ANW_MAG_00034.fa,genus g__GCA-2706465,0.9128440366972477,0.1508650519031142,0.021157637747076366,0,4,2,1019000,1.35,1375205,187,6,29725,4,13329,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__TMED113;g__GCA-2706465;s__GCA-2706465 sp002706465,,
TARA_ANW_MAG_00035.fa,genus g__UBA1268,0.9871611982881597,0.2593414724380318,0.008095755110181978,0,3,1,2784000,0.95,2635683,374,4,21512,10,29196,d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__UBA1268;g__UBA1268;s__UBA1268 sp003509235,,
TARA_ANW_MAG_00036.fa,,,,,,,,,,,,,,,,,,too few identifiable hashes; < 10%. provide a lineage for this genome.
TARA_ANW_MAG_00038.fa,,,,,,,,,,,,,,,,,,too few identifiable hashes; < 10%. provide a lineage for this genome.
TARA_ANW_MAG_00039.fa,genus g__GCA-2701545,0.9993495229835212,0.9290894439967768,0.0010313870830933225,0,2,0,7375000,0.68,5050114,1000,2,5214,22,71307,d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;g__GCA-2701545;s__GCA-2701545 sp002701545,,
TARA_ANW_MAG_00040.fa,,,,,,,,,,,,,,,,,,too few identifiable hashes; < 10%. provide a lineage for this genome.
TARA_ANW_MAG_00041.fa,,,,,,,,,,,,,,,,,,too few identifiable hashes; < 10%. provide a lineage for this genome.
TARA_ANW_MAG_00042.fa,,,,,,,,,,,,,,,,,,too few identifiable hashes; < 10%. provide a lineage for this genome.
TARA_ANW_MAG_00043.fa,genus g__MGIIb-O5,0.9891826923076923,0.7241079199303743,0.022722127300554975,1,2,0,1261000,0.91,1152538,126,3,26797,3,9697,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassoarchaeaceae;g__MGIIb-O5;s__MGIIb-O5 sp002730095,,
TARA_ANW_MAG_00044.fa,,,,,,,,,,,,,,,,,,too few identifiable hashes; < 10%. provide a lineage for this genome.
TARA_ANW_MAG_00045.fa,genus g__MGIIb-N2,0.9915966386554622,0.5961177207263619,0.01322220699310284,1,2,1,1169000,1.38,1612687,204,4,21609,5,15293,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassoarchaeaceae;g__MGIIb-N2;s__MGIIb-N2 sp002503665,,
TARA_ANW_MAG_00046.fa,genus g__MGIIb-O5,0.9976525821596244,0.6966475878986099,0.009226209898770427,0,0,2,1428000,0.9,1290468,110,2,12017,2,5783,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassoarchaeaceae;g__MGIIb-O5;s__MGIIb-O5 sp002718995,,
TARA_ANW_MAG_00048.fa,genus g__UBA8444,0.9920127795527156,0.5378006872852233,0.03533736359444644,0,1,1,1214000,0.93,1129755,90,2,41385,1,3061,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__BACL11;g__UBA8444;s__UBA8444 sp002714805,,
TARA_ANW_MAG_00049.fa,,,,,,,,,,,,,,,,,,too few identifiable hashes; < 10%. provide a lineage for this genome.
TARA_ANW_MAG_00050.fa,,,,,,,,,,,,,,,,,,too few identifiable hashes; < 10%. provide a lineage for this genome.
TARA_ANW_MAG_00051.fa,,,,,,,,,,,,,,,,,,too few identifiable hashes; < 10%. provide a lineage for this genome.
TARA_ANW_MAG_00052.fa,genus g__MedAcidi-G2B,0.9990118577075099,0.7413919413919414,0.0,0,0,0,1563000,0.87,1364737,229,0,0,7,22657,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__MedAcidi-G1;g__MedAcidi-G2B;s__MedAcidi-G2B sp003215175,,
TARA_ANW_MAG_00053.fa,,,,,,,,,,,,,,,,,,too few identifiable hashes; < 10%. provide a lineage for this genome.
TARA_ANW_MAG_00054.fa,genus g__MedAcidi-G1,0.9923809523809524,0.7373595505617978,0.009566030415397239,0,3,1,1713000,0.82,1401471,153,4,13536,2,5500,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__MedAcidi-G1;g__MedAcidi-G1;s__MedAcidi-G1 sp002699555,,
TARA_ANW_MAG_00055.fa,genus g__UBA2963,0.992503748125937,0.6102470265324794,0.004905971840968159,0,2,0,1283000,0.87,1117611,224,2,5510,9,24988,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA2963;f__UBA2963;g__UBA2963;s__UBA2963 sp002719715,,
TARA_ANW_MAG_00056.fa,genus g__MB11C04,0.9976019184652278,0.29690281238875044,0.0,0,0,0,3642000,0.78,2837143,420,0,0,9,28952,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__MB11C04;g__MB11C04;s__MB11C04 sp002500665,,
TARA_ANW_MAG_00057.fa,genus g__GCA-2714015,0.9992619926199262,0.7131578947368421,0.0013807644772095638,0,1,0,1947000,1.02,1978775,151,1,2736,2,6310,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA828;f__UBA828;g__GCA-2714015;s__GCA-2714015 sp002714015,,
TARA_ANW_MAG_00058.fa,genus g__UBA7971,0.9900497512437811,0.721399730820996,0.016056025391126154,0,3,2,3947000,0.57,2262467,532,5,36919,23,77266,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__AAA164-E04;g__UBA7971;s__UBA7971 sp002686885,,
TARA_ANW_MAG_00059.fa,,,,,,,,,,,,,,,,,,too few identifiable hashes; < 10%. provide a lineage for this genome.
TARA_ANW_MAG_00060.fa,genus g__Casp-actino5,0.9855072463768116,0.2072072072072072,0.008730951959894052,0,2,0,1827000,0.55,997746,250,2,8788,8,25694,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__Ilumatobacteraceae;g__Casp-actino5;s__Casp-actino5 sp002727235,,
TARA_ANW_MAG_00061.fa,genus g__GCA-2697345,0.9609120521172638,0.25456053067993367,0.3121782041278598,0,4,1,2835000,0.28,790722,28,5,358881,0,0,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__GCA-2697345;s__GCA-2697345 sp002697345,,
TARA_ANW_MAG_00062.fa,,,,,,,,,,,,,,,,,,too few identifiable hashes; < 10%. provide a lineage for this genome.
TARA_ANW_MAG_00064.fa,,,,,,,,,,,,,,,,,,too few identifiable hashes; < 10%. provide a lineage for this genome.
TARA_ANW_MAG_00065.fa,,,,,,,,,,,,,,,,,,too few identifiable hashes; < 10%. provide a lineage for this genome.
TARA_ANW_MAG_00067.fa,genus g__GCA-2693325,0.9987707437000615,0.7221482467820683,0.0018367768613521934,0,1,0,3272000,0.68,2231875,464,1,4107,17,50599,d__Bacteria;p__Latescibacterota;c__UBA2968;o__UBA8231;f__GCA-002724215;g__GCA-2693325;s__GCA-2693325 sp002693325,,
TARA_ANW_MAG_00068.fa,genus g__Synechococcus_C,0.9600376116596144,0.7819852941176471,0.06511669427026798,3,9,9,2916000,0.88,2555353,258,21,177986,2,5791,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Synechococcales;f__Cyanobiaceae;g__Synechococcus_C;s__Synechococcus_C sp002701375,,
TARA_ANW_MAG_00069.fa,genus g__UBA10066,0.9964136282127914,0.7731053604436229,0.007493996934027323,0,4,0,2709000,0.81,2194798,370,4,16572,5,19756,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__UBA10066;g__UBA10066;s__UBA10066 sp003448535,,
TARA_ANW_MAG_00070.fa,,,,,,,,,,,,,,,,,,too few identifiable hashes; < 10%. provide a lineage for this genome.
TARA_ANW_MAG_00072.fa,genus g__UBA7800,0.9878665318503539,0.9170143718127028,0.008955137453103716,0,1,6,6240000,0.35,2190668,582,7,19795,29,88929,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__Phycisphaeraceae;g__UBA7800;s__UBA7800 sp002704825,,
TARA_ANW_MAG_00073.fa,,,,,,,,,,,,,,,,,,too few identifiable hashes; < 10%. provide a lineage for this genome.
TARA_ANW_MAG_00074.fa,genus g__None,0.15384615384615385,0.001406926406926407,0.006000177846079749,0,13,0,0,0.0,9344978,2345,13,56410,88,283290,,d__Eukaryota;p__None;c__None;o__None;f__None;g__None;s__None,
TARA_ANW_MAG_00075.fa,genus g__None,0.631578947368421,0.007249141549027089,0.021831155749853948,0,6,3,0,0.0,2640468,583,9,58931,24,74467,,d__Eukaryota;p__None;c__None;o__None;f__None;g__None;s__None,
TARA_ANW_MAG_00076.fa,,,,,,,,,,,,,,,,,,too few identifiable hashes; < 10%. provide a lineage for this genome.
TARA_ANW_MAG_00077.fa,genus g__UBA721,0.994204425711275,0.8357551739321885,0.004634762678994692,0,1,2,5163000,0.44,2286558,259,3,10647,1,3596,d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;g__UBA721;s__UBA721 sp002698965,,
TARA_ANW_MAG_00079.fa,genus g__None,0.967741935483871,0.03153611393692777,0.033232598285494866,0,10,12,0,0.0,2036831,636,22,70016,46,136153,,d__Eukaryota;p__None;c__None;o__None;f__None;g__None;s__None,
TARA_ANW_MAG_00080.fa,genus g__None,0.3170731707317073,0.0024094969440526565,0.040688247444114006,0,36,2,0,0.0,16980125,1958,38,720195,27,87852,,d__Eukaryota;p__None;c__None;o__None;f__None;g__None;s__None,
TARA_ANW_MAG_00081.fa,genus g__None,1.0,0.0017873100983020554,0.002197834972462369,0,0,1,0,0.0,2274960,586,1,5011,22,67133,,d__Eukaryota;p__None;c__None;o__None;f__None;g__None;s__None,
TARA_ANW_MAG_00082.fa,,,,,,,,,,,,,,,,,,too few identifiable hashes; < 10%. provide a lineage for this genome.
TARA_ANW_MAG_00083.fa,genus g__None,0.9283489096573209,0.1553727008712488,0.22312210713628103,0,16,50,0,0.0,1658127,405,66,476220,18,50938,,d__Eukaryota;p__None;c__None;o__None;f__None;g__None;s__None,
TARA_ANW_MAG_00084.fa,genus g__None,1.0,0.0014998125234345708,0.0010108050804721871,0,0,1,0,0.0,2674368,872,1,2706,46,128306,,d__Eukaryota;p__None;c__None;o__None;f__None;g__None;s__None,
TARA_ANW_MAG_00085.fa,genus g__None,0.8222222222222222,0.02009825815096025,0.04680192870587944,0,13,6,0,0.0,2153202,661,19,105722,38,109100,,d__Eukaryota;p__None;c__None;o__None;f__None;g__None;s__None,
TARA_ANW_MAG_00087.fa,,,,,,,,,,,,,,,,,,too few identifiable hashes; < 10%. provide a lineage for this genome.
TARA_ANW_MAG_00088.fa,genus g__None,0.16129032258064516,0.001543133057892379,0.02422973455316258,1,30,0,0,0.0,19431532,1749,31,482512,17,58850,,d__Eukaryota;p__None;c__None;o__None;f__None;g__None;s__None,
TARA_ASE_MAG_00002.fa,genus g__UBA6502,0.9974626444883,0.9828207259628706,0.0026627178593537373,0,0,1,3646000,1.0,3657166,145,1,9764,0,0,d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia;o__Bdellovibrionales;f__UBA840;g__UBA6502;s__UBA6502 sp002436415,,
TARA_ASE_MAG_00003.fa,genus g__UBA7328,0.981629392971246,0.9235308581263831,0.014600961123665112,0,3,13,4973000,0.84,4180179,592,16,61939,13,38005,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__UBA7328;s__UBA7328 sp002471345,,
TARA_ASE_MAG_00004.fa,genus g__UBA7388,0.98586017282011,0.5271221532091097,0.013378125104588507,0,8,0,2217000,1.06,2358342,150,8,31978,1,3280,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__TK06;g__UBA7388;s__UBA7388 sp002470695,,
TARA_ASE_MAG_00006.fa,genus g__Pseudomonas_D,0.9262839879154079,0.5610169491525424,0.07379241609338331,5,17,17,3897000,0.71,2761901,506,39,220045,10,30678,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_D;s__Pseudomonas_D aestusnigri,,
TARA_ASE_MAG_00007.fa,genus g__HTCC2207,0.9207317073170732,0.4823529411764706,0.07653368351044464,2,10,9,1795000,0.85,1521806,309,21,126122,9,27637,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Porticoccaceae;g__HTCC2207;s__HTCC2207 sp002685195,,
TARA_ASE_MAG_00008.fa,,,,,,,,,,,,,,,,,,too few identifiable hashes; < 10%. provide a lineage for this genome.
TARA_ASE_MAG_00009.fa,genus g__MGIIb-O5,0.9929742388758782,0.8741044012282497,0.04404670985204326,6,0,0,1264000,0.76,966312,137,6,44524,2,5683,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassoarchaeaceae;g__MGIIb-O5;s__MGIIb-O5 sp002498925,,
TARA_ASE_MAG_00010.fa,genus g__UBA6544,0.9910913140311804,0.5782356728911784,0.01577430008098483,1,4,2,2768000,1.13,3134313,591,7,50234,14,41240,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA8366;f__UBA8366;g__UBA6544;s__UBA6544 sp002434595,,
TARA_ASE_MAG_00011.fa,genus g__MGIIb-N2,0.9818376068376068,0.6685714285714286,0.023327918975730937,0,9,1,1346000,1.06,1431059,282,10,34181,11,35515,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassoarchaeaceae;g__MGIIb-N2;s__MGIIb-N2 sp002708015,,
TARA_ASE_MAG_00012.fa,genus g__UBA11869,0.9966442953020134,0.6485310119695321,0.004214077356431895,0,1,0,1181000,0.76,894395,95,1,3785,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA4486;f__UBA4486;g__UBA11869;s__UBA11869 sp002698845,,
TARA_ASE_MAG_00014.fa,genus g__MedAcidi-G2B,0.9525691699604744,0.3104294478527607,0.028767628027175175,0,5,3,1460000,1.05,1539380,248,8,45596,3,8277,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__MedAcidi-G1;g__MedAcidi-G2B;s__MedAcidi-G2B sp000817115,,
TARA_ASE_MAG_00015.fa,genus g__TMED14,0.4368932038834951,0.10882197569994717,0.07957828485207347,0,16,17,1618000,1.07,1723879,271,33,149044,9,27729,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Cryomorphaceae;g__TMED14;s__TMED14 sp002682945,,
TARA_ASE_MAG_00016.fa,genus g__MGIIb-O3,0.9410029498525073,0.7380261248185777,0.061196749649592964,1,13,10,1281000,0.99,1263233,178,24,82345,3,10750,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassoarchaeaceae;g__MGIIb-O3;s__MGIIb-O3 sp002713185,,
TARA_ASE_MAG_00017.fa,,,,,,,,,,,,,,,,,,too few identifiable hashes; < 10%. provide a lineage for this genome.
TARA_ASE_MAG_00018.fa,genus g__Poseidonia,0.9956616052060737,0.6456582633053222,0.005370026416727192,1,1,0,1490000,0.95,1422851,241,2,7682,5,17926,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__Poseidonia;s__Poseidonia sp002714305,,
TARA_ASE_MAG_00019.fa,,,,,,,,,,,,,,,,,,too few identifiable hashes; < 10%. provide a lineage for this genome.
TARA_ASE_MAG_00020.fa,genus g__Roseibacillus,0.9883849557522124,0.8440709617180205,0.015177348062021504,0,6,2,3514000,0.58,2035526,465,8,31370,15,46563,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Roseibacillus;s__Roseibacillus sp002380675,,
TARA_ASE_MAG_00021.fa,genus g__UBA1994,0.9992657856093979,0.5577395577395577,0.0,0,0,0,2860000,0.87,2485612,302,0,0,4,13428,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__UBA1994;s__UBA1994 sp002335865,,
TARA_ASE_MAG_00022.fa,genus g__HIMB11,0.9957761351636748,0.8425266903914591,0.00405702434170636,0,1,2,3725000,0.61,2265100,375,3,9227,5,16008,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__HIMB11;s__HIMB11 sp001642945,,
TARA_ASE_MAG_00024.fa,genus g__None,0.29411764705882354,0.0028784287165594313,0.011753164962464847,0,12,1,0,0.0,5799657,1503,13,68975,61,191895,,d__Eukaryota;p__None;c__None;o__None;f__None;g__None;s__None,
TARA_ASE_MAG_00025.fa,,,,,,,,,,,,,,,,,,too few identifiable hashes; < 10%. provide a lineage for this genome.
TARA_ASE_MAG_00026.fa,genus g__None,0.2222222222222222,0.0010905125408942203,0.004335390780037215,0,10,0,0,0.0,8368800,2364,10,36440,88,252791,,d__Eukaryota;p__None;c__None;o__None;f__None;g__None;s__None,
TARA_ASE_MAG_00027.fa,,,,,,,,,,,,,,,,,,too few identifiable hashes; < 10%. provide a lineage for this genome.
TARA_ASE_MAG_00028.fa,genus g__Rubripirellula,0.8929292929292929,0.2139152981849611,0.06862756527423297,0,37,3,2303000,0.97,2236961,644,40,164829,25,76222,d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;g__Rubripirellula;s__Rubripirellula sp002712845,,
TARA_ASE_MAG_00029.fa,,,,,,,,,,,,,,,,,,too few identifiable hashes; < 10%. provide a lineage for this genome.
TARA_ASE_MAG_00031.fa,genus g__Alteromonas,0.8952702702702703,0.5406392694063927,0.11890764262177429,9,12,15,4507000,0.43,1934833,423,36,261115,20,61960,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Alteromonas;s__Alteromonas macleodii,,
TARA_ASE_MAG_00032.fa,genus g__None,0.8275862068965517,0.004690659118479579,0.013757949220699766,0,16,9,0,0.0,12220830,2375,25,170479,71,209465,,d__Eukaryota;p__None;c__None;o__None;f__None;g__None;s__None,
TARA_ASE_MAG_00033.fa,genus g__None,0.5,0.00078003120124805,0.002007268827000851,0,2,0,0,0.0,2620188,817,2,5270,35,103605,,d__Eukaryota;p__None;c__None;o__None;f__None;g__None;s__None,
TARA_ASE_MAG_00035.fa,genus g__None,0.9333333333333333,0.0228542407313357,0.03480661026226202,0,5,7,0,0.0,1934457,569,12,69760,29,87900,,d__Eukaryota;p__None;c__None;o__None;f__None;g__None;s__None,
TARA_ASE_MAG_00036.fa,genus g__None,0.3333333333333333,0.0002615062761506276,0.006671578080648307,0,5,0,0,0.0,11460775,1084,5,76975,9,33900,,d__Eukaryota;p__None;c__None;o__None;f__None;g__None;s__None,
TARA_ASE_MAG_00037.fa,,,,,,,,,,,,,,,,,,no matches to this genome were found in the database; nothing to do
TARA_ASW_MAG_00001.fa,genus g__UBA7434,0.999492385786802,0.8794642857142857,0.0,0,0,0,2336000,0.97,2270481,83,0,0,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__UBA7434;g__UBA7434;s__UBA7434 sp002336035,,
TARA_ASW_MAG_00002.fa,genus g__UBA1479,0.9951036866359447,0.8861664114344053,0.0,0,0,0,3493000,1.15,4012046,28,0,0,0,0,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales_A;f__UBA1479;g__UBA1479;s__UBA1479 sp002433335,,
TARA_ASW_MAG_00003.fa,genus g__Atelocyanobacterium,1.0,0.979663394109397,0.0,0,0,0,1434000,1.0,1431901,14,0,0,0,0,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Microcystaceae;g__Atelocyanobacterium;s__Atelocyanobacterium thalassa_B,,
TARA_ASW_MAG_00004.fa,genus g__Oleibacter,0.9922766957689725,0.9634422516984794,0.005903227901377035,1,1,2,3085000,1.03,3183917,278,4,18907,4,17798,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Saccharospirillaceae;g__Oleibacter;s__Oleibacter sp002331105,,
TARA_ASW_MAG_00008.fa,genus g__Hyphomonas,0.9761775852734164,0.5051969365426696,0.020557136677534643,2,1,2,3757000,0.93,3498232,260,5,73423,0,0,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Hyphomonadaceae;g__Hyphomonas;s__Hyphomonas adhaerens,,
TARA_ASW_MAG_00010.fa,genus g__UBA1487,0.9926829268292683,0.9250902527075813,0.0,0,0,0,2453000,0.91,2239951,154,0,0,0,0,d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__UBA1487;s__UBA1487 sp002325245,,
TARA_ASW_MAG_00011.fa,genus g__MGIIa-K1,0.9952638700947226,0.7401101652478718,0.012993481107127088,1,0,1,1714000,1.13,1938162,136,2,25515,1,3683,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-K1;s__MGIIa-K1 sp002710015,,
TARA_ASW_MAG_00012.fa,genus g__Maribacter,0.9578408195429472,0.5645017793594306,0.028840758058334783,3,3,4,4392000,0.98,4323094,94,10,128384,1,3665,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Maribacter;s__Maribacter dokdonensis,,
TARA_ASW_MAG_00013.fa,genus g__MGIIb-O5,0.9983471074380166,0.911144578313253,0.0,0,0,0,1339000,0.92,1237920,92,0,0,0,0,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassoarchaeaceae;g__MGIIb-O5;s__MGIIb-O5 sp002504435,,
TARA_ASW_MAG_00014.fa,genus g__UBA4421,0.9891304347826086,0.18181818181818182,0.001731271516090641,0,1,0,2897000,0.52,1499763,327,1,2601,13,36919,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA4421;s__UBA4421 sp002690405,,
